FID_1,OBJECTID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,geometry,geometry2,Abelmoschus.esculentus,Actinidia.deliciosa,Anacardium.occidentale,Bertholletia.excelsa.Bonpl,Brassica.napus,Brassica.nigra,Castanea_sativa_Mill,Citrullus.lanatus,Cocos.nucifera,Coffea.arabica,Coffea.canephora,Coffea.liberica,Cola.acuminata,Cola.nitida,Cucumis.melo,Cucumis.sativus,Cucurbita.maxima,Cucurbita.moschata,Cucurbita.pepo,Elettaria.cardamomum,Fagopyrum.esculentum,Fragaria.ananassa,Fragaria.chiloensis,Fragaria.moschata,Fragaria.virginiana,Fragaria.viridis,Fragaria_vesca,Glycine.max,Glycine.soja,Gossypium.arboreum,Gossypium.barbadense,Gossypium.herbaceum,Gossypium.hirsutum,Helianthus.annuus,Malus.domestica,Mangifera.indica,Myristica.fragrans,Persea.americana,Prunus.armeniaca,Prunus.cerasus,Prunus.domestica,Prunus.persica,Prunus_avium,Prunus_spinosa,Pyrus.communis,Ribes.nigrum,Ribes.rubrum,Rubus.chamaemorus,Rubus.flagellaris,Rubus_idaeus,Sesamum.indicum,Sinapis.alba,Solanum.melongena,Theobroma.cacao,Vaccinium.angustifolium,Vaccinium.corymbosum,Vaccinium.oxycoccus,Vaccinium_myrtillus,Vanilla.planifolia,Vanilla.pompona,Vicia.faba,number of crops
2162,1662,Elista,RUS-KLM,Kalmykiya-Khal'mg Tangch,RS,Russia,Provincial capital,108753,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(44.2330022997384, 46.2670019421588),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,1692,Orenburg,RUS-ORB,Orenburgskaya oblast',RS,Russia,Provincial capital,571041,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(55.107000391506, 51.7820040275085),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,1693,Ural'sk,KAZ-URL,Ural'sk,KZ,Kazakhstan,Provincial capital,234170,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,c(51.3559983436679, 51.2229959246524),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,1695,Kazan',RUS-TRT,Respublika Tatarstan,RS,Russia,Provincial capital,1168745,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(49.1454633234634, 55.7330129353514),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,1700,Saratov,RUS-SRT,Saratovskaya oblast',RS,Russia,Provincial capital,838321,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(45.9530013906932, 51.4909980343581),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,1701,Atyrau,KAZ-GRV,Gur'yev,KZ,Kazakhstan,Provincial capital,280210,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(51.9333393882083, 47.116673983442),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,1702,Astrakhan,RUS-AST,Astrakhanskaya oblast',RS,Russia,Provincial capital,526363,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(47.9999973503223, 46.2500009784461),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,1703,Kurgan,RUS-KUR,Kurganskaya oblast',RS,Russia,Provincial capital,326729,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(65.3329983985725, 55.4390009315342),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,1705,Kostanay,KAZ-KST,Kustanay,KZ,Kazakhstan,Provincial capital,245650,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(63.6100023985522, 53.2019969655478),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,1709,Semnan,IRN-SMN,Semnan,IR,Iran,Provincial capital,185129,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,c(53.3960012948326, 35.5719959405326),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,1714,Aden,YEM-ADN,Aden,YM,Yemen,Other,1247000,2,"1,000,000 to 4,999,999",48190,1,UN_Habitat_2020,c(45.0414993589109, 12.76624806637),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,1716,Tehran,IRN-TER,Tehran,IR,Iran,National and provincial capital,8693706,1,"5,000,000 and greater",0,1,UN_Data_2010_2020,c(51.4479963361798, 35.7740010157203),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,1726,Esfahan,IRN-ESF,Esfahan,IR,Iran,Provincial capital,1961260,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020,c(51.6789994439107, 32.6510010143214),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,1728,Yazd,IRN-YAZ,Yazd,IR,Iran,Provincial capital,529673,3,"500,000 to 999,999",0,1,UN_Data_2010_2020,c(54.3609993945607, 31.8969990479444),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,1729,Yasuj,IRN-BAV,Kohkiluyeh va buyer Ahmadi,IR,Iran,Provincial capital,134532,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(51.5940033959805, 30.6590040452294),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,1730,Shiraz,IRN-FAR,Fars,IR,Iran,Provincial capital,1565572,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(52.5310023225317, 29.6019990168718),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,1735,Ad Damman,SAU-ASH,Ash Sharqiyah,SA,Saudi Arabia,Provincial capital,903312,3,"500,000 to 999,999",48335,0,UN_Data_2010_2020,c(50.0832994318457, 26.3332979349577),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,1741,Riyadh,SAU-ARI,Ar Riyad,SA,Saudi Arabia,National and provincial capital,5188286,1,"5,000,000 and greater",0,0,UN_Data_2010_2020,c(46.770003317039, 24.6500009682933),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,1746,Ahvaz,IRN-KHZ,Khuzestan,IR,Iran,Provincial capital,1184788,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(48.6839974121486, 31.317002983578),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,1749,Al Basrah,IRQ-ABS,Al Basrah,IZ,Iraq,Other,1222000,2,"1,000,000 to 4,999,999",48400,1,UN_Habitat_2020,c(47.7608673400953, 30.503492927922),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,1754,Sharjah,ARE-ASH,Ash Shariqah,AE,United Arab Emirates,Provincial capital,1543000,2,"1,000,000 to 4,999,999",48270,0,UN_Habitat_2020,c(55.411002312853, 25.3719990569439),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,1755,Doha,QAT-ADW,Ad Dawhah,QA,Qatar,National and provincial capital,956457,3,"500,000 to 999,999",48290,0,UN_Data_2010_2020,c(51.5323354139835, 25.2843569253056),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,1756,Dubai,ARE-DBY,Dubayy,AE,United Arab Emirates,Provincial capital,3134000,2,"1,000,000 to 4,999,999",48275,0,UN_Habitat_2020,c(55.3290033394721, 25.2710010701508),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,1760,Baku,AZE-BAK,Baku,AJ,Azerbaijan,National and provincial capital,2270030,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020,c(49.8159993038217, 40.3239960652242),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,1763,Arak,IRN-MRK,Markazi,IR,Iran,Provincial capital,520944,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(49.6999984030151, 34.0833330759143),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,1773,Nukus,UZB-KRK,Karakalpakstan,UZ,Uzbekistan,Provincial capital,314928,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(59.6167023213183, 42.4666980097135),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,1775,Urgench,UZB-KHR,Khorezm,UZ,Uzbekistan,Provincial capital,141685,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(60.6833014302931, 41.5833030464539),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,1779,Kyzylorda,KAZ-KZO,Kzyl-Orda,KZ,Kazakhstan,Provincial capital,240766,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(65.4830013922884, 44.86699794078),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,1780,Navoi,UZB-NAV,Navoi,UZ,Uzbekistan,Provincial capital,136374,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,c(65.3333043778582, 40.0667040579326),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,1781,Bukhara,UZB-BKH,Bukhara,UZ,Uzbekistan,Provincial capital,277839,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(64.4220004300154, 39.7659959233354),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,1784,Karshi,UZB-KSH,Kashkadar'ya,UZ,Uzbekistan,Provincial capital,270736,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(65.7500043116605, 38.8833029417575),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,1792,Kerman,IRN-KRM,Kerman,IR,Iran,Provincial capital,537718,3,"500,000 to 999,999",0,1,UN_Data_2010_2020,c(57.0670024189893, 30.2799959934822),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,1793,Zahedan,IRN-BVS,Sistan va Baluchestan,IR,Iran,Provincial capital,587730,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(60.8730032918811, 29.5000020052289),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,2000,Noril`sk,RUS-TAY,Taymyrskiy(Dolgano-Nenetskiy) avt.okrug,RS,Russia,Other,178363,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(88.1000014181574, 69.3299969775414),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,Puno,PER-PUN,Puno,PE,Peru,Provincial capital,128637,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,c(-70.0340035875686, -15.845003988551),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
25,25,Comodoro Rivadavia,ARG-CHB,Chubut,AR,Argentina,Other,236437,5,"100,000 to 249,999",13920,0,UN_Data_2010_2020,c(-67.4999996448174, -45.8299979536426),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
58,58,Piura,PER-PIU,Piura,PE,Peru,Provincial capital,473025,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(-80.6249966556173, -5.19399893348134),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,59,Chiclayo,PER-LMB,Lambayeque,PE,Peru,Provincial capital,552508,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(-79.8370016979325, -6.76299600587061),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,66,Huaraz,PER-ANC,Ancash,PE,Peru,Provincial capital,118836,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(-77.5310036228792, -9.53600402578428),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
78,78,Huancayo,PER-JUN,Junin,PE,Peru,Provincial capital,465834,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(-75.2110016586622, -12.0750029273005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
84,84,Iquique,CHL-TRP,Tarapaca,CI,Chile,Provincial capital,223463,5,"100,000 to 249,999",14760,0,UN_Data_2010_2020,c(-70.1489966928917, -20.2210020721619),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,125,Cordoba,ARG-CRD,Cordoba,AR,Argentina,Provincial capital,1563702,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020,c(-64.1799986285969, -31.316003921562),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180,180,Nome,USA-ALK,Alaska,US,United States,Other,3870,7,"Less than 50,000",20400,0,US_Census_2019,c(-165.269996652998, 64.5862859293319),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,187,Calgary,CAN-ALB,Alberta,CA,Canada,Other,1335145,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(-114.049997573253, 51.0299999453473),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
212,212,Carson City,USA-NEV,Nevada,US,United States,Provincial capital,55916,6,"50,000 to 99,999",0,0,US_Census_2019,c(-119.765996607339, 39.1650029613411),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,217,Cheyenne,USA-WYM,Wyoming,US,United States,Provincial capital,64235,6,"50,000 to 99,999",0,0,US_Census_2019,c(-104.813999599059, 41.133996046988),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,227,El Paso,USA-TEX,Texas,US,United States,Other,681728,3,"500,000 to 999,999",0,0,US_Census_2019,c(-106.450001666933, 31.7799989568045),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255,255,San Luis Potosi,MEX-SLP,San Luis Potosi,MX,Mexico,Provincial capital,1226690,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020,c(-100.979999718473, 22.151997002667),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
449,449,Neiva,COL-HUI,Huila,CO,Colombia,Provincial capital,314526,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(-75.2840006377619, 2.92899599696779),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
781,1279,Yerevan,ARM,Armenia,AM,Armenia,National capital,1079732,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(44.5326753340482, 40.2080310743715),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
852,1350,Khartoum,SDN-AKH,Al Khartum,SU,Sudan,National and provincial capital,6028000,1,"5,000,000 and greater",0,0,UN_Habitat_2020,c(32.529996442161, 15.550001933168),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1004,2002,Tomsk,RUS-TOM,Tomskaya oblast',RS,Russia,Provincial capital,565000,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(84.9709983315427, 56.4779970352119),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1015,2013,Ust'-Kamenogorsk,KAZ-VKZ,East Kazakhstan,KZ,Kazakhstan,Provincial capital,332364,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(82.6000024123048, 50.0000040014346),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1024,2017,Barnaul,RUS-ALT,Altayskiy kray,RS,Russia,Provincial capital,686306,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(83.7500042925407, 53.3500020750481),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1052,2043,Namangan,UZB-NMG,Namangan,UZ,Uzbekistan,Provincial capital,612208,3,"500,000 to 999,999",0,1,UN_Data_2010_2020,c(71.6799963881637, 40.9989959672855),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1053,2044,Andizhan,UZB-AND,Andizhan,UZ,Uzbekistan,Provincial capital,433901,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(72.3449974365777, 40.79400291915),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1339,2330,Lanzhou,CHN-GAN,Gansu,CH,China,Provincial capital,3267000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,c(103.599999383712, 36.1130040548261),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1372,2363,Taiyuan,CHN-SHX,Shanxi,CH,China,Provincial capital,4519000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,c(112.552002410938, 37.8929969295993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1419,2410,Krasnoyarsk,RUS-KRA,Krasnoyarskiy kray,RS,Russia,Provincial capital,1007654,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(92.8333353170751, 56.016665993079),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1440,2431,Qiqihar,CHN-HLN,Heilongjiang,CH,China,Other,1982000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,c(123.964965390261, 47.3440050087785),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
