FID_1,OBJECTID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,geometry,geometry2,Abelmoschus.esculentus,Actinidia.deliciosa,Anacardium.occidentale,Bertholletia.excelsa.Bonpl,Brassica.napus,Brassica.nigra,Castanea_sativa_Mill,Citrullus.lanatus,Cocos.nucifera,Coffea.arabica,Coffea.canephora,Coffea.liberica,Cola.acuminata,Cola.nitida,Cucumis.melo,Cucumis.sativus,Cucurbita.maxima,Cucurbita.moschata,Cucurbita.pepo,Elettaria.cardamomum,Fagopyrum.esculentum,Fragaria.ananassa,Fragaria.chiloensis,Fragaria.moschata,Fragaria.virginiana,Fragaria.viridis,Fragaria_vesca,Glycine.max,Glycine.soja,Gossypium.arboreum,Gossypium.barbadense,Gossypium.herbaceum,Gossypium.hirsutum,Helianthus.annuus,Malus.domestica,Mangifera.indica,Myristica.fragrans,Persea.americana,Prunus.armeniaca,Prunus.cerasus,Prunus.domestica,Prunus.persica,Prunus_avium,Prunus_spinosa,Pyrus.communis,Ribes.nigrum,Ribes.rubrum,Rubus.chamaemorus,Rubus.flagellaris,Rubus_idaeus,Sesamum.indicum,Sinapis.alba,Solanum.melongena,Theobroma.cacao,Vaccinium.angustifolium,Vaccinium.corymbosum,Vaccinium.oxycoccus,Vaccinium_myrtillus,Vanilla.planifolia,Vanilla.pompona,Vicia.faba,number of crops
2420,1920,Kigali,RWA-KIG,Kigali,RW,Rwanda,National and provincial capital,859332,3,"500,000 to 999,999",0,1,UN_Data_2010_2020,c(30.059001395496, -1.95000307251088),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
56,56,Loja,ECU-LOJ,Loja,EC,Ecuador,Provincial capital,180617,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,c(-79.2039955911271, -3.98999692207439),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
109,109,Rosario,ARG-SFE,Santa Fe,AR,Argentina,Other,1321765,2,"1,000,000 to 4,999,999",13630,0,UN_Data_2010_2020,c(-60.6639325731304, -32.9377320309412),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
164,164,Sao Luis,BRA-MRN,Maranhao,BR,Brazil,Provincial capital,958545,3,"500,000 to 999,999",12590,0,UN_Data_2010_2020,c(-44.3009965687648, -2.51499605738019),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
166,166,Teresina,BRA-PIA,Piaui,BR,Brazil,Provincial capital,767559,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(-42.80200156641, -5.10499801551852),1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
219,219,Denver,USA-COL,Colorado,US,United States,Provincial capital,727211,3,"500,000 to 999,999",0,0,US_Census_2019,c(-105.078995698098, 39.5780040043963),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
230,230,Culiacan,MEX-SIN,Sinaloa,MX,Mexico,Provincial capital,962871,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(-107.386001568634, 24.804998920774),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
238,238,Monterrey,MEX-NLE,Nuevo Leon,MX,Mexico,Provincial capital,5133917,1,"5,000,000 and greater",0,0,UN_Data_2010_2020,c(-100.316996554275, 25.6770000031406),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
245,245,Colima,MEX-COL,Colima,MX,Mexico,Provincial capital,399105,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(-103.734998648223, 19.250999949234),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
253,253,Tuxtla Gutierrez,MEX-CHP,Chiapas,MX,Mexico,Provincial capital,900234,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(-93.1089956917817, 16.7439959893262),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
260,260,Toluca,MEX-MEX,Mexico,MX,Mexico,Provincial capital,2377828,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(-99.6667017076737, 19.2830039924437),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
437,437,Popayan,COL-CAU,Cauca,CO,Colombia,Provincial capital,277270,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(-76.6040037154591, 2.42000102748557),0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
443,443,Tunja,COL-BOY,Boyaca,CO,Colombia,Provincial capital,167991,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(-73.3619966371032, 5.54699696279964),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
444,444,Manizales,COL-CLD,Caldas,CO,Colombia,Provincial capital,400436,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(-75.5180006545582, 5.06700002586046),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
458,458,Quibdo,COL-CHO,Choco,CO,Colombia,Provincial capital,120679,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(-76.6539986456302, 5.69099703678342),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6
469,469,Valencia,VEN-CRB,Carabobo,VE,Venezuela,Provincial capital,888109,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(-68.0030006306852, 10.1780010624361),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
493,493,Milwaukee,USA-WIS,Wisconsin,US,United States,Other,590157,3,"500,000 to 999,999",4860,0,US_Census_2019,c(-87.9907406790115, 43.0679430033206),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6
514,1014,Jos,NGA-PLA,Plateau,NI,Nigeria,Provincial capital,1108000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,c(8.89299932602643, 9.92400300737784),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1032,2023,Lahore,PAK-PNJ,Punjab,PK,Pakistan,Provincial capital,11126285,1,"5,000,000 and greater",0,0,UN_Data_2010_2020,c(74.340999441186, 31.5450000806422),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
1054,2045,Osh,KGZ-OSH,Osh,KG,Kyrgyzstan,Provincial capital,285372,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(72.7990023516404, 40.5240029252287),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1108,2099,Biratnagar,NPL-KOS,Kosi,NP,Nepal,Provincial capital,201125,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(87.2832963694962, 26.4500009829297),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
1109,2100,Nagpur,IND-MHR,Maharashtra,IN,India,Other,2405665,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(79.0891113618243, 21.1557509545671),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
1194,2185,Phetchabun,THA-PHH,Phetchabun,TH,Thailand,Provincial capital,172275,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,c(101.15900139444, 16.4189970048679),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
1323,2314,Myitkyina,MMR-KST,Kachin State,BM,Myanmar,Provincial capital,306949,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(97.3880013083394, 25.3790010015259),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
1326,2317,Aizawl,IND-MZR,Mizoram,IN,India,Provincial capital,293416,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(92.7333004451776, 23.6666970662006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
1332,2323,Dhaka,BGD-DAK,Dhaka,BG,Bangladesh,National and provincial capital,8906035,1,"5,000,000 and greater",0,1,UN_Data_2010_2020,c(90.4071423233602, 23.7099149440825),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
1361,2352,Wuhan,CHN-HUB,Hubei,CH,China,Provincial capital,11641000,1,"5,000,000 and greater",60060,0,UN_Habitat_2020,c(114.279003280991, 30.5730000363321),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1401,2392,Cheju,KOR-CDO,Cheju-do,KS,South Korea,Provincial capital,652693,3,"500,000 to 999,999",60350,0,UN_Data_2010_2020,c(126.533340288998, 33.508196935647),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1405,2396,Hong Kong,CHN-HKG,Hong Kong,CH,China,Other,7803000,1,"5,000,000 and greater",57840,1,UN_Habitat_2020,c(114.176997333231, 22.2740009886894),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
1406,2397,Macau,CHN-MAC,Macau,CH,China,Other,672000,3,"500,000 to 999,999",57810,1,UN_Data_2010_2020,c(113.545170297496, 22.1992109799477),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
1479,2470,Palembang,IDN-SST,Sumatera Selatan,ID,Indonesia,Provincial capital,1455284,2,"1,000,000 to 4,999,999",50330,0,UN_Data_2010_2020,c(104.757003374013, -2.99099706040425),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6
1498,2489,Jayapura,IDN-IJA,Irian Jaya,ID,Indonesia,Provincial capital,256705,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(140.718987436713, -2.54199604022405),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
1630,626,Las Palmas,ESP-CNR,Canarias,SP,Spain,Other,379221,4,"250,000 to 499,999",38170,0,UN_Data_2010_2020,c(-15.416702599302, 28.1500020356225),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2145,1645,Novgorod,RUS-NVG,Novgorodskaya oblast',RS,Russia,Provincial capital,1246000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,c(31.2789964096484, 58.5489960686191),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6
2150,1650,Yaroslavl,RUS-YRS,Yaroslavskaya oblast',RS,Russia,Provincial capital,597161,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(39.8580034064609, 57.6070020178195),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
2154,1654,Petrozavodsk,RUS-KRL,Respublika Kareliya,RS,Russia,Provincial capital,267102,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(34.3330023019803, 61.7830020120599),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6
2155,1655,Vladimir,RUS-VLD,Vladimirskaya oblast',RS,Russia,Provincial capital,349525,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(40.3740003205251, 56.1470040671387),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
2306,1806,Mutare,ZWE-MNC,Manicaland,ZI,Zimbabwe,Provincial capital,262124,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(32.6666973629112, -18.9666989858147),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2322,1822,Toliara,MDG-TOL,Toliara,MA,Madagascar,Provincial capital,169760,5,"100,000 to 249,999",47460,1,UN_Data_2010_2020,c(43.6666684007799, -23.3499960571754),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
2380,1880,Chipata,ZMB-EST,Eastern,ZA,Zambia,Provincial capital,455783,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(32.6449983181178, -13.6320029308594),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
2412,1912,Mbarara,UGA-STH,Southern,UG,Uganda,Provincial capital,195160,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(30.6489963135095, -0.605996921035452),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2436,1936,Dodoma,TZA-DOD,Dodoma,TZ,Tanzania,Provincial capital,2083588,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020,c(35.7380014276075, -6.17499897207268),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2457,1957,Maputo,MOZ-MAP,Maputo,MZ,Mozambique,National and provincial capital,1507000,2,"1,000,000 to 4,999,999",46870,1,UN_Habitat_2020,c(32.5739973887175, -25.9620030393926),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
28,28,Punta Arenas,CHL-MYA,Magallanes y de la Antartica Chilena,CI,Chile,Other,141984,5,"100,000 to 249,999",14100,0,UN_Data_2010_2020,c(-70.9346517116376, -53.1661680613599),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
115,115,Bahia Blanca,ARG-BAI,Buenos Aires,AR,Argentina,Other,314539,4,"250,000 to 499,999",13815,0,UN_Data_2010_2020,c(-62.2740596160752, -38.7252719676073),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
205,205,Topeka,USA-KAN,Kansas,US,United States,Provincial capital,125310,5,"100,000 to 249,999",0,0,US_Census_2019,c(-95.6950017160048, 39.0459960498678),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
243,243,Guanajuato,MEX-GNJ,Guanajuato,MX,Mexico,Provincial capital,198035,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,c(-101.264003601558, 21.0200040471114),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
296,296,Oranjestad,ABW,Aruba,AA,Aruba,National and provincial capital,28295,7,"Less than 50,000",0,0,UN_Data_2010_2020,c(-70.0260026181371, 12.5250030094966),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
328,328,Sonsonate,SLV-SNS,Sonsonate,ES,El Salvador,Provincial capital,72951,6,"50,000 to 99,999",0,1,UN_Data_2010_2020,c(-89.7190017071282, 13.721004051472),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7
418,418,San Juan,DOM-SJU,San Juan,DR,Dominican Republic,Provincial capital,78313,6,"50,000 to 99,999",0,1,UN_Data_2010_2020,c(-71.2289966685768, 18.8070029894196),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
439,439,Pasto,COL-NAR,Narino,CO,Colombia,Provincial capital,352326,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(-77.2730006977883, 1.21400096637927),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7
445,445,Pereira,COL-RSR,Risaralda,CO,Colombia,Provincial capital,409670,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(-75.6669956873068, 4.78299597729177),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
496,496,Chicago,USA-ILL,Illinois,US,United States,Other,2693976,2,"1,000,000 to 4,999,999",4800,0,US_Census_2019,c(-87.6412976068233, 41.8265459875429),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7
1037,2028,Bhopal,IND-MPR,Madhya Pradesh,IN,India,Provincial capital,1798218,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(77.4119973611131, 23.2299989286527),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
1046,2037,Gandhinagar,IND-GJR,Gujarat,IN,India,Provincial capital,292797,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(72.6666663933652, 23.2000020367434),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
1047,2038,Ahmadabad,IND-GJR,Gujarat,IN,India,Other,5633927,1,"5,000,000 and greater",0,0,UN_Data_2010_2020,c(72.5668653498778, 23.0397930038392),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
1086,2077,Kanpur,IND-UPR,Uttar Pradesh,IN,India,Other,2768057,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(80.3178634402465, 26.4578310077413),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
1098,2089,Patna,IND-BIH,Bihar,IN,India,Provincial capital,1684297,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(85.1349964437884, 25.6140000431718),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
1099,2090,Rajshahi,BGD-RJS,Rajshahi,BG,Bangladesh,Provincial capital,449756,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(88.6390023811503, 24.3579959502932),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
1100,2091,Khulna,BGD-KHL,Khulna,BG,Bangladesh,Provincial capital,664728,3,"500,000 to 999,999",0,1,UN_Data_2010_2020,c(89.5580013191389, 22.842999009075),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
1157,2148,Mae Hong Son,THA-MHS,Mae Hong Son,TH,Thailand,Provincial capital,30928,7,"Less than 50,000",0,1,UN_Data_2010_2020,c(97.9689963975555, 19.3010039810062),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
